work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Analyst,86026,EUR,95584,DE,100,DE,M
2024,SE,FT,Data Analyst,71688,EUR,79653,DE,100,DE,M
2024,SE,FT,Data Analyst,86146,EUR,95717,NL,100,NL,M
2024,SE,FT,Data Analyst,71789,EUR,79765,NL,100,NL,M
2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Scientist,297000,USD,297000,US,0,US,M
2024,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Analyst,136000,USD,136000,US,0,US,M
2024,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
2024,SE,FT,Data Engineer,147500,USD,147500,US,100,US,M
2024,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
2024,SE,FT,Data Engineer,147500,USD,147500,US,100,US,M
2024,SE,FT,Data Engineer,154000,USD,154000,US,0,US,M
2024,SE,FT,Data Engineer,103000,USD,103000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,234000,USD,234000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,208000,USD,208000,US,100,US,M
2024,SE,FT,Data Engineer,206000,USD,206000,US,100,US,M
2024,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M
2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M
2024,SE,FT,Data Engineer,150895,USD,150895,US,0,US,M
2024,SE,FT,Data Engineer,120715,USD,120715,US,0,US,M
2024,SE,FT,Data Scientist,283800,USD,283800,US,0,US,M
2024,SE,FT,Data Scientist,234700,USD,234700,US,0,US,M
2024,SE,FT,Data Scientist,187158,USD,187158,US,0,US,M
2024,SE,FT,Data Scientist,116974,USD,116974,US,0,US,M
2024,SE,FT,Data Scientist,179000,USD,179000,US,0,US,M
2024,SE,FT,Data Scientist,112000,USD,112000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,195700,USD,195700,US,0,US,M
2024,SE,FT,Machine Learning Engineer,97700,USD,97700,US,0,US,M
2024,MI,FT,Data Analyst,119000,USD,119000,US,0,US,M
2024,MI,FT,Data Analyst,52100,USD,52100,US,0,US,M
2024,SE,FT,Data Engineer,199700,USD,199700,US,0,US,M
2024,SE,FT,Data Engineer,165100,USD,165100,US,0,US,M
2024,SE,FT,Machine Learning Engineer,251250,USD,251250,US,0,US,M
2024,SE,FT,Machine Learning Engineer,120750,USD,120750,US,0,US,M
2024,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
2024,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
2024,EN,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Analyst,170000,USD,170000,US,100,US,M
2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Scientist,247300,USD,247300,US,0,US,M
2024,SE,FT,Data Scientist,139800,USD,139800,US,0,US,M
2024,EX,FT,Data Engineer,220000,USD,220000,US,100,US,M
2024,EX,FT,Data Engineer,210000,USD,210000,US,100,US,M
2024,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Scientist,117000,USD,117000,US,0,US,M
2024,MI,FT,Data Scientist,172200,USD,172200,US,0,US,M
2024,MI,FT,Data Scientist,131200,USD,131200,US,0,US,M
2024,MI,FT,Data Engineer,133000,USD,133000,US,0,US,M
2024,MI,FT,Data Engineer,58300,USD,58300,US,0,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M
2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,SE,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,SE,FT,Data Scientist,243800,USD,243800,US,100,US,M
2024,SE,FT,Data Scientist,144200,USD,144200,US,100,US,M
2024,SE,FT,Machine Learning Engineer,220000,USD,220000,CA,0,CA,M
2024,SE,FT,Machine Learning Engineer,200000,USD,200000,CA,0,CA,M
2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2024,SE,FT,Machine Learning Engineer,182000,USD,182000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,164000,USD,164000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,200800,USD,200800,US,0,US,M
2024,SE,FT,Machine Learning Engineer,107800,USD,107800,US,0,US,M
2024,EN,FT,Data Analyst,106100,USD,106100,US,0,US,M
2024,EN,FT,Data Analyst,74300,USD,74300,US,0,US,M
2024,SE,FT,Data Analyst,153900,USD,153900,US,0,US,M
2024,SE,FT,Data Analyst,112715,USD,112715,US,0,US,M
2024,SE,FT,Machine Learning Engineer,221000,USD,221000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,185000,USD,185000,US,0,US,M
2024,EN,FT,Data Analyst,92700,USD,92700,US,100,US,M
2024,EN,FT,Data Analyst,64900,USD,64900,US,100,US,M
2024,MI,FT,Data Engineer,126600,USD,126600,US,0,US,M
2024,MI,FT,Data Engineer,80800,USD,80800,US,0,US,M
2024,SE,FT,Data Scientist,164845,USD,164845,US,0,US,M
2024,SE,FT,Data Scientist,119887,USD,119887,US,0,US,M
2024,EN,FT,Data Analyst,93000,USD,93000,US,0,US,M
2024,EN,FT,Data Analyst,87000,USD,87000,US,0,US,M
2024,MI,FT,Data Analyst,103500,USD,103500,US,0,US,M
2024,MI,FT,Data Analyst,65600,USD,65600,US,0,US,M
2024,SE,FT,Data Scientist,164000,USD,164000,US,100,US,M
2024,SE,FT,Data Scientist,152000,USD,152000,US,100,US,M
2024,MI,FT,Machine Learning Engineer,202000,USD,202000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,137000,USD,137000,US,0,US,M
2024,SE,FT,Data Scientist,168800,USD,168800,US,0,US,M
2024,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M
2024,MI,FT,Data Scientist,132567,USD,132567,US,0,US,M
2024,MI,FT,Data Scientist,96412,USD,96412,US,0,US,M
2024,SE,FT,Machine Learning Engineer,309000,USD,309000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,142000,USD,142000,US,0,US,M
2024,SE,FT,Data Scientist,266875,USD,266875,US,0,US,M
2024,SE,FT,Data Scientist,128250,USD,128250,US,0,US,M
2024,SE,FT,Data Engineer,191311,USD,191311,US,100,US,M
2024,SE,FT,Data Engineer,166358,USD,166358,US,100,US,M
2024,SE,FT,Data Scientist,218500,USD,218500,US,100,US,M
2024,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,235680,USD,235680,US,0,US,M
2024,SE,FT,Machine Learning Engineer,153040,USD,153040,US,0,US,M
2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Analyst,187000,USD,187000,US,0,US,M
2024,MI,FT,Data Analyst,153000,USD,153000,US,0,US,M
2024,MI,FT,Data Engineer,185000,USD,185000,US,0,US,L
2024,MI,FT,Data Engineer,81000,USD,81000,US,0,US,L
2024,SE,FT,Machine Learning Engineer,290000,USD,290000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,203000,USD,203000,US,0,US,M
2024,MI,FT,Data Analyst,187000,USD,187000,US,0,US,M
2024,MI,FT,Data Analyst,153000,USD,153000,US,0,US,M
2024,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
2024,SE,FT,Data Scientist,158500,USD,158500,CA,0,CA,M
2024,MI,FT,Data Scientist,240000,USD,240000,US,0,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Engineer,130500,USD,130500,US,0,US,M
2024,SE,FT,Data Engineer,96000,USD,96000,US,0,US,M
2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2024,MI,FT,Machine Learning Engineer,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Data Analyst,234000,USD,234000,US,0,US,M
2024,SE,FT,Data Analyst,146000,USD,146000,US,0,US,M
2024,SE,FT,Data Engineer,100000,GBP,125000,GB,0,GB,M
2024,SE,FT,Data Engineer,100000,GBP,125000,GB,0,GB,M
2024,SE,FT,Data Scientist,58800,EUR,65333,LT,0,LT,M
2024,SE,FT,Data Scientist,42000,EUR,46666,LT,0,LT,M
2024,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M
2024,SE,FT,Data Engineer,95000,USD,95000,US,100,US,M
2024,EN,FT,Data Analyst,60500,USD,60500,US,0,US,M
2024,EN,FT,Data Analyst,40300,USD,40300,US,0,US,M
2024,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,EN,FT,Data Engineer,152500,USD,152500,US,0,US,M
2024,EN,FT,Data Engineer,138200,USD,138200,US,0,US,M
2024,SE,FT,Data Analyst,163700,USD,163700,US,0,US,M
2024,SE,FT,Data Analyst,109100,USD,109100,US,0,US,M
2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2024,MI,FT,Data Engineer,115000,USD,115000,US,100,US,M
2024,MI,FT,Data Engineer,95000,USD,95000,US,100,US,M
2024,SE,FT,Data Engineer,65000,GBP,81250,GB,0,GB,M
2024,SE,FT,Data Engineer,65000,GBP,81250,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,254000,USD,254000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Data Scientist,161000,USD,161000,US,0,US,M
2024,SE,FT,Data Scientist,133200,USD,133200,US,0,US,M
2024,MI,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
2024,MI,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,223100,USD,223100,US,100,US,M
2024,MI,FT,Machine Learning Engineer,126400,USD,126400,US,100,US,M
2024,MI,FT,Data Engineer,246000,USD,246000,US,100,US,M
2024,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M
2024,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
2024,MI,FT,Data Scientist,103000,USD,103000,US,100,US,M
2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Analyst,175000,USD,175000,US,0,US,M
2024,SE,FT,Data Analyst,117000,USD,117000,US,0,US,M
2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,SE,FT,Data Analyst,79000,USD,79000,US,0,US,M
2024,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M
2024,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2024,SE,FT,Data Engineer,331640,USD,331640,US,0,US,M
2024,SE,FT,Data Engineer,283780,USD,283780,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,MI,FT,Data Scientist,203500,USD,203500,US,100,US,M
2024,MI,FT,Data Scientist,133000,USD,133000,US,100,US,M
2024,SE,FT,Data Engineer,104000,USD,104000,US,0,US,M
2024,SE,FT,Data Engineer,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Analyst,134400,USD,134400,US,0,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Scientist,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Scientist,26800,GBP,33500,GB,0,GB,M
2024,SE,FT,Data Scientist,65000,GBP,81250,GB,100,GB,M
2024,SE,FT,Data Scientist,45000,GBP,56250,GB,100,GB,M
2024,EN,FT,Data Analyst,64500,USD,64500,US,0,US,M
2024,EN,FT,Data Analyst,51500,USD,51500,US,0,US,M
2024,SE,FT,Machine Learning Engineer,240200,USD,240200,GB,100,GB,M
2024,SE,FT,Machine Learning Engineer,102900,USD,102900,GB,100,GB,M
2024,MI,FT,Data Analyst,195600,USD,195600,US,100,US,M
2024,MI,FT,Data Analyst,165500,USD,165500,US,100,US,M
2024,SE,FT,Data Analyst,180400,USD,180400,US,0,US,M
2024,SE,FT,Data Analyst,138800,USD,138800,US,0,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Data Scientist,147670,USD,147670,US,0,US,M
2024,SE,FT,Data Scientist,118136,USD,118136,US,0,US,M
2024,SE,FT,Data Scientist,154000,USD,154000,US,0,US,M
2024,SE,FT,Data Scientist,81536,USD,81536,US,0,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
2024,EN,FT,Data Analyst,23000,GBP,28750,GB,0,GB,M
2024,EN,FT,Data Analyst,23000,GBP,28750,GB,0,GB,M
2024,SE,FT,Data Engineer,198000,USD,198000,US,100,US,M
2024,SE,FT,Data Engineer,143000,USD,143000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,340000,USD,340000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,212000,USD,212000,US,0,US,M
2024,MI,FT,Data Scientist,114000,CHF,129545,CH,50,CH,L
2024,SE,FT,Data Scientist,297000,USD,297000,US,0,US,M
2024,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M
2024,MI,FT,Data Scientist,198000,USD,198000,US,0,US,M
2024,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,130400,USD,130400,US,0,US,M
2024,EN,FT,Machine Learning Engineer,74500,USD,74500,US,0,US,M
2024,EN,FT,Data Scientist,133000,USD,133000,US,0,US,M
2024,EN,FT,Data Scientist,58400,USD,58400,US,0,US,M
2024,SE,FT,Data Scientist,204600,USD,204600,US,0,US,M
2024,SE,FT,Data Scientist,84500,USD,84500,US,0,US,M
2024,MI,FT,Data Scientist,176000,USD,176000,US,0,US,M
2024,MI,FT,Data Scientist,72700,USD,72700,US,0,US,M
2024,EN,FT,Data Analyst,92000,USD,92000,US,100,US,M
2024,EN,FT,Data Analyst,65000,USD,65000,US,100,US,M
2024,SE,FT,Data Engineer,231000,USD,231000,US,100,US,M
2024,SE,FT,Data Engineer,141000,USD,141000,US,100,US,M
2024,SE,FT,Data Scientist,162819,USD,162819,US,100,US,M
2024,SE,FT,Data Scientist,95776,USD,95776,US,100,US,M
2024,MI,FT,Data Engineer,138278,USD,138278,US,0,US,M
2024,MI,FT,Data Engineer,86424,USD,86424,US,0,US,M
2024,MI,FT,Data Engineer,122100,USD,122100,US,0,US,M
2024,MI,FT,Data Engineer,75500,USD,75500,US,0,US,M
2024,EN,FT,Data Engineer,162240,USD,162240,US,0,US,M
2024,EN,FT,Data Engineer,47840,USD,47840,US,0,US,M
2024,MI,FT,Data Scientist,231250,USD,231250,US,0,US,M
2024,MI,FT,Data Scientist,111000,USD,111000,US,0,US,M
2024,SE,FT,Data Engineer,277000,USD,277000,US,0,US,M
2024,SE,FT,Data Engineer,173000,USD,173000,US,0,US,M
2024,SE,FT,Data Scientist,202800,USD,202800,US,0,US,M
2024,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M
2024,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M
2024,EN,FT,Data Analyst,55751,USD,55751,US,0,US,M
2024,MI,FT,Data Scientist,147800,USD,147800,US,0,US,M
2024,MI,FT,Data Scientist,93100,USD,93100,US,0,US,M
2024,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Scientist,175100,USD,175100,US,0,US,M
2024,EN,FT,Data Scientist,82915,USD,82915,US,0,US,M
2024,MI,FT,Data Engineer,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Engineer,73000,USD,73000,US,0,US,M
2024,SE,FT,Data Scientist,236400,USD,236400,US,0,US,M
2024,SE,FT,Data Scientist,141800,USD,141800,US,0,US,M
2024,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
2024,EN,FT,Data Analyst,99200,USD,99200,US,100,US,M
2024,EN,FT,Data Analyst,69400,USD,69400,US,100,US,M
2024,EN,FT,Data Analyst,88200,USD,88200,US,100,US,M
2024,EN,FT,Data Analyst,61700,USD,61700,US,100,US,M
2024,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
2024,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
2024,SE,FT,Data Analyst,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Scientist,154800,USD,154800,US,0,US,M
2024,MI,FT,Data Scientist,76300,USD,76300,US,0,US,M
2024,MI,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,MI,FT,Data Analyst,84000,USD,84000,US,0,US,M
2024,EN,FT,Data Analyst,115000,USD,115000,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,EN,FT,Data Analyst,160000,USD,160000,US,0,US,M
2024,EN,FT,Data Analyst,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2024,SE,FT,Data Analyst,155000,USD,155000,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Scientist,190500,USD,190500,CA,100,CA,M
2024,SE,FT,Data Scientist,138500,USD,138500,CA,100,CA,M
2024,SE,FT,Data Engineer,159000,USD,159000,CA,0,CA,M
2024,SE,FT,Data Engineer,127000,USD,127000,CA,0,CA,M
2024,EN,FT,Data Analyst,147000,USD,147000,US,0,US,M
2024,EN,FT,Data Analyst,118000,USD,118000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M
2024,SE,FT,Data Engineer,255475,USD,255475,US,100,US,M
2024,SE,FT,Data Engineer,185800,USD,185800,US,100,US,M
2024,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
2024,SE,FT,Data Scientist,140250,USD,140250,US,100,US,M
2024,MI,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M
2024,SE,FT,Data Engineer,274965,CAD,211511,CA,0,CA,M
2024,SE,FT,Data Engineer,130008,CAD,100006,CA,0,CA,M
2024,SE,FT,Data Engineer,201900,USD,201900,US,0,US,M
2024,SE,FT,Data Engineer,97335,USD,97335,US,0,US,M
2024,SE,FT,Data Scientist,283800,USD,283800,US,0,US,M
2024,SE,FT,Data Scientist,170700,USD,170700,US,0,US,M
2024,MI,FT,Data Engineer,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Engineer,73100,USD,73100,US,0,US,M
2024,SE,FT,Data Scientist,202600,USD,202600,US,0,US,M
2024,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M
2024,SE,FT,Data Scientist,273500,USD,273500,US,0,US,M
2024,SE,FT,Data Scientist,126600,USD,126600,US,0,US,M
2024,EN,FT,Data Analyst,88200,USD,88200,US,100,US,M
2024,EN,FT,Data Analyst,61700,USD,61700,US,100,US,M
2024,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M
2024,MI,FT,Data Engineer,60000,USD,60000,US,100,US,M
2024,MI,FT,Data Scientist,121500,USD,121500,US,100,US,M
2024,MI,FT,Data Scientist,88200,USD,88200,US,100,US,M
2024,MI,FT,Data Engineer,133000,USD,133000,US,0,US,M
2024,MI,FT,Data Engineer,58300,USD,58300,US,0,US,M
2024,SE,FT,Data Engineer,229900,USD,229900,US,0,US,M
2024,SE,FT,Data Engineer,201400,USD,201400,US,0,US,M
2024,SE,FT,Data Scientist,247250,USD,247250,US,0,US,M
2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Scientist,177700,USD,177700,US,0,US,M
2024,SE,FT,Data Scientist,94700,USD,94700,US,0,US,M
2024,SE,FT,Data Engineer,184000,USD,184000,US,0,US,M
2024,SE,FT,Data Engineer,123000,USD,123000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,258600,USD,258600,US,100,US,M
2024,SE,FT,Machine Learning Engineer,215500,USD,215500,US,100,US,M
2024,SE,FT,Data Scientist,237188,USD,237188,US,100,US,M
2024,SE,FT,Data Scientist,194063,USD,194063,US,100,US,M
2024,SE,FT,Data Analyst,153900,USD,153900,US,0,US,M
2024,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M
2024,MI,FT,Data Scientist,212000,USD,212000,US,0,US,M
2024,MI,FT,Data Scientist,93300,USD,93300,US,0,US,M
2024,MI,FT,Data Engineer,209000,USD,209000,US,0,US,M
2024,MI,FT,Data Engineer,171000,USD,171000,US,0,US,M
2024,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M
2024,SE,FT,Data Analyst,109000,USD,109000,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Analyst,115000,USD,115000,US,0,US,M
2024,EN,FT,Data Analyst,83300,USD,83300,US,0,US,M
2024,EN,FT,Data Analyst,47500,USD,47500,US,0,US,M
2024,SE,FT,Data Scientist,161500,USD,161500,US,0,US,M
2024,SE,FT,Data Scientist,113050,USD,113050,US,0,US,M
2024,EN,FT,Data Engineer,130916,USD,130916,US,0,US,M
2024,EN,FT,Data Engineer,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Scientist,260000,USD,260000,US,0,US,M
2024,MI,FT,Data Scientist,198000,USD,198000,US,0,US,M
2024,MI,FT,Data Engineer,235000,USD,235000,US,0,US,M
2024,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2024,SE,FT,Data Scientist,109400,USD,109400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,210000,USD,210000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2024,SE,FT,Data Engineer,185000,USD,185000,US,100,US,M
2024,SE,FT,Data Engineer,148000,USD,148000,US,100,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,235680,USD,235680,US,0,US,M
2024,MI,FT,Machine Learning Engineer,153040,USD,153040,US,0,US,M
2024,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2024,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M
2024,SE,FT,Data Analyst,185000,USD,185000,US,0,US,M
2024,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,270400,USD,270400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,145600,USD,145600,US,0,US,M
2024,MI,FT,Data Analyst,177000,USD,177000,US,100,US,M
2024,MI,FT,Data Analyst,149000,USD,149000,US,100,US,M
2024,EN,FT,Data Analyst,115000,USD,115000,US,0,US,M
2024,EN,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2024,SE,FT,Data Engineer,76500,USD,76500,US,0,US,M
2024,MI,FT,Data Analyst,134400,USD,134400,US,0,US,M
2024,MI,FT,Data Analyst,81200,USD,81200,US,0,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,EN,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Analyst,207300,USD,207300,US,0,US,M
2024,SE,FT,Data Analyst,149300,USD,149300,US,0,US,M
2024,SE,FT,Data Engineer,144000,USD,144000,US,0,US,M
2024,SE,FT,Data Engineer,113000,USD,113000,US,0,US,M
2024,SE,FT,Data Scientist,65000,GBP,81250,GB,0,GB,M
2024,SE,FT,Data Scientist,55000,GBP,68750,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,85000,USD,85000,US,0,US,M
2024,MI,FT,Data Engineer,193412,USD,193412,CA,0,CA,M
2024,MI,FT,Data Engineer,116047,USD,116047,CA,0,CA,M
2024,EN,FT,Data Analyst,132000,USD,132000,US,0,US,M
2024,EN,FT,Data Analyst,108000,USD,108000,US,0,US,M
2024,MI,FT,Data Engineer,106050,USD,106050,US,0,US,M
2024,MI,FT,Data Engineer,80420,USD,80420,US,0,US,M
2024,SE,FT,Data Scientist,174300,USD,174300,US,0,US,M
2024,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Scientist,195000,USD,195000,US,100,US,M
2024,SE,FT,Data Scientist,136500,USD,136500,US,100,US,M
2024,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Engineer,155000,USD,155000,US,0,US,M
2024,EX,FT,Data Analyst,160000,USD,160000,US,0,US,M
2024,EX,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2024,MI,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Scientist,145125,USD,145125,US,0,US,M
2024,SE,FT,Data Scientist,124875,USD,124875,US,0,US,M
2024,MI,FT,Data Scientist,215000,USD,215000,US,0,US,M
2024,MI,FT,Data Scientist,152000,USD,152000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,182000,USD,182000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M
2024,SE,FT,Data Analyst,108334,USD,108334,US,0,US,M
2024,SE,FT,Data Analyst,59923,USD,59923,US,0,US,M
2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M
2024,SE,FT,Data Scientist,150800,USD,150800,US,0,US,M
2024,SE,FT,Data Scientist,100600,USD,100600,US,0,US,M
2024,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Scientist,94400,USD,94400,US,0,US,M
2024,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
